OldData,OldDat2,Strain,Rep,AssayTemp,AssayLight,TargetOchConc,Pred,D1Date,VolOch,VolK,X,D1OchPop,D2OchPop,D3OchPop,D4OchPop,X.1,D1PredPop,D2PredPop,D3PredPop,D4PredPop,X.2,Scope,Run
,Y,1391R,B,24,100,125000,O.marina,08.27.2024,NA,NA,NA,129252,160651,202274,285562,NA,310,110,250,80,NA,JJAC,2
,Y,1391R,C,24,100,0,Control,08.27.2024,NA,NA,NA,684,684,285,513,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,25000,Control,08.27.2024,NA,NA,NA,25640,33389,44270,75043,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,50000,Control,08.27.2024,NA,NA,NA,53622,65301,67517,117314,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,75000,Control,08.27.2024,NA,NA,NA,80750,104453,113060,163417,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,100000,Control,08.27.2024,NA,NA,NA,105937,126166,117890,184098,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,125000,Control,08.27.2024,NA,NA,NA,134395,173940,194686,252653,NA,0,0,0,0,NA,JJAC,2
,Y,1391R,C,24,100,0,O.marina,08.27.2024,NA,NA,NA,1082,627,399,399,NA,240,220,130,80,NA,JJAC,2
,Y,1391R,C,24,100,25000,O.marina,08.27.2024,NA,NA,NA,34874,29404,24046,27182,NA,160,230,280,450,NA,JJAC,2
,Y,1391R,C,24,100,50000,O.marina,08.27.2024,NA,NA,NA,50602,51059,52083,68545,NA,440,210,230,330,NA,JJAC,2
,Y,1391R,C,24,100,75000,O.marina,08.27.2024,NA,NA,NA,75115,79969,85306,108549,NA,320,150,130,230,NA,JJAC,2
,Y,1391R,C,24,100,100000,O.marina,08.27.2024,NA,NA,NA,104070,118647,139148,194438,NA,330,190,220,180,NA,JJAC,2
,Y,1391R,C,24,100,125000,O.marina,08.27.2024,NA,NA,NA,128563,148851,180482,238323,NA,310,130,140,130,NA,JJAC,2
,,2951,A,24,100,0,Control,09.10.2024,NA,NA,NA,741,0,0,57,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,25000,Control,09.10.2024,NA,NA,NA,14071,16064,11222,16634,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,50000,Control,09.10.2024,NA,NA,NA,21648,21134,21419,20678,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,75000,Control,09.10.2024,NA,NA,NA,34978,27913,27401,32528,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,100000,Control,09.10.2024,NA,NA,NA,46087,37882,34635,41305,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,125000,Control,09.10.2024,NA,NA,NA,78560,49049,55205,42610,NA,0,0,0,0,NA,JJAC,2
,,2951,A,24,100,0,O.marina,09.10.2024,NA,NA,NA,3647,1367,912,1709,NA,380,710,190,300,NA,JJAC,2
,,2951,A,24,100,25000,O.marina,09.10.2024,NA,NA,NA,14415,13616,9172,9628,NA,580,540,380,460,NA,JJAC,2
,,2951,A,24,100,50000,O.marina,09.10.2024,NA,NA,NA,28884,18802,9571,15780,NA,510,570,280,440,NA,JJAC,2
,,2951,A,24,100,75000,O.marina,09.10.2024,NA,NA,NA,44840,20224,13787,15212,NA,580,630,620,860,NA,JJAC,2
,,2951,A,24,100,100000,O.marina,09.10.2024,NA,NA,NA,62839,29228,19375,14585,NA,740,610,390,780,NA,JJAC,2
,,2951,A,24,100,125000,O.marina,09.10.2024,NA,NA,NA,100332,49002,17379,20283,NA,630,710,440,500,NA,JJAC,2
,,2951,B,24,100,0,Control,09.10.2024,NA,NA,NA,968,57,0,0,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,25000,Control,09.10.2024,NA,NA,NA,10938,11108,16919,20849,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,50000,Control,09.10.2024,NA,NA,NA,24268,22558,19824,13557,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,75000,Control,09.10.2024,NA,NA,NA,30933,28710,26432,37255,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,100000,Control,09.10.2024,NA,NA,NA,46656,47909,25634,21648,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,125000,Control,09.10.2024,NA,NA,NA,63470,40502,72293,68086,NA,0,0,0,0,NA,JJAC,2
,,2951,B,24,100,0,O.marina,09.10.2024,NA,NA,NA,2222,969,741,1367,NA,620,420,580,280,NA,JJAC,2
,,2951,B,24,100,25000,O.marina,09.10.2024,NA,NA,NA,19143,10197,6267,8489,NA,670,410,700,250,NA,JJAC,2
,,2951,B,24,100,50000,O.marina,09.10.2024,NA,NA,NA,35953,17034,8774,17717,NA,910,230,600,230,NA,JJAC,2
,,2951,B,24,100,75000,O.marina,09.10.2024,NA,NA,NA,42957,26434,16293,18915,NA,650,340,830,500,NA,JJAC,2
,,2951,B,24,100,100000,O.marina,09.10.2024,NA,NA,NA,44326,34922,21194,19142,NA,540,360,1080,230,NA,JJAC,2
,,2951,B,24,100,125000,O.marina,09.10.2024,NA,NA,NA,87736,37204,24615,24499,NA,580,330,800,680,NA,JJAC,2
,,2951,C,24,100,0,Control,09.10.2024,NA,NA,NA,1652,0,0,57,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,25000,Control,09.10.2024,NA,NA,NA,13102,13387,17035,11621,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,50000,Control,09.10.2024,NA,NA,NA,21818,17944,16292,14526,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,75000,Control,09.10.2024,NA,NA,NA,37598,21020,20507,25463,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,100000,Control,09.10.2024,NA,NA,NA,48312,38739,33725,23925,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,125000,Control,09.10.2024,NA,NA,NA,62208,50305,47688,69214,NA,0,0,0,0,NA,JJAC,2
,,2951,C,24,100,0,O.marina,09.10.2024,NA,NA,NA,1823,855,741,627,NA,490,370,280,310,NA,JJAC,2
,,2951,C,24,100,25000,O.marina,09.10.2024,NA,NA,NA,16123,12478,5755,10711,NA,500,430,550,670,NA,JJAC,2
,,2951,C,24,100,50000,O.marina,09.10.2024,NA,NA,NA,27463,15383,8204,13218,NA,760,420,400,350,NA,JJAC,2
,,2951,C,24,100,75000,O.marina,09.10.2024,NA,NA,NA,35892,19713,9742,18344,NA,530,320,520,420,NA,JJAC,2
,,2951,C,24,100,100000,O.marina,09.10.2024,NA,NA,NA,69051,19486,10141,20453,NA,430,530,520,680,NA,JJAC,2
,,2951,C,24,100,125000,O.marina,09.10.2024,NA,NA,NA,88194,35441,10882,25638,NA,580,680,610,720,NA,JJAC,2
,,2951R,A,24,100,0,Control,09.24.2024,NA,NA,NA,57,285,0,0,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,25000,Control,09.24.2024,NA,NA,NA,20509,17546,28999,36746,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,50000,Control,09.24.2024,NA,NA,NA,29340,22103,58348,43070,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,75000,Control,09.24.2024,NA,NA,NA,59320,45065,82073,97146,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,100000,Control,09.24.2024,NA,NA,NA,79139,60102,101192,102102,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,125000,Control,09.24.2024,NA,NA,NA,100481,113153,192234,164348,NA,0,0,0,0,NA,AC,2
,,2951R,A,24,100,0,O.marina,09.24.2024,NA,NA,NA,399,228,57,1254,NA,380,590,480,330,NA,AC,2
,,2951R,A,24,100,25000,O.marina,09.24.2024,NA,NA,NA,28258,13161,12648,19485,NA,430,570,300,530,NA,AC,2
,,2951R,A,24,100,50000,O.marina,09.24.2024,NA,NA,NA,46662,20795,10881,15326,NA,480,360,530,490,NA,AC,2
,,2951R,A,24,100,75000,O.marina,09.24.2024,NA,NA,NA,70193,27746,34301,27178,NA,420,610,480,820,NA,AC,2
,,2951R,A,24,100,100000,O.marina,09.24.2024,NA,NA,NA,97374,55903,51508,23702,NA,260,340,690,930,NA,AC,2
,,2951R,A,24,100,125000,O.marina,09.24.2024,NA,NA,NA,131482,74713,70547,44274,NA,370,500,670,1020,NA,AC,2
,,2951R,B,24,100,0,Control,09.24.2024,NA,NA,NA,0,0,0,57,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,25000,Control,09.24.2024,NA,NA,NA,20510,26149,21135,24440,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,50000,Control,09.24.2024,NA,NA,NA,47231,26775,42157,40909,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,75000,Control,09.24.2024,NA,NA,NA,69404,47056,65004,124257,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,100000,Control,09.24.2024,NA,NA,NA,66144,88393,115048,115027,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,125000,Control,09.24.2024,NA,NA,NA,115495,124664,133380,200810,NA,0,0,0,0,NA,AC,2
,,2951R,B,24,100,0,O.marina,09.24.2024,NA,NA,NA,114,342,171,57,NA,410,380,290,250,NA,AC,2
,,2951R,B,24,100,25000,O.marina,09.24.2024,NA,NA,NA,23531,10825,13787,7465,NA,300,220,330,450,NA,AC,2
,,2951R,B,24,100,50000,O.marina,09.24.2024,NA,NA,NA,48146,20225,20966,14642,NA,360,380,380,730,NA,AC,2
,,2951R,B,24,100,75000,O.marina,09.24.2024,NA,NA,NA,69570,31964,23193,15326,NA,360,470,680,830,NA,AC,2
,,2951R,B,24,100,100000,O.marina,09.24.2024,NA,NA,NA,86946,55039,45534,27350,NA,390,450,640,910,NA,AC,2
,,2951R,B,24,100,125000,O.marina,09.24.2024,NA,NA,NA,123241,75945,85254,54081,NA,220,550,780,1600,NA,AC,2
,,2951R,C,24,100,0,Control,09.24.2024,NA,NA,NA,0,0,228,0,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,25000,Control,09.24.2024,NA,NA,NA,21484,24154,28883,56920,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,50000,Control,09.24.2024,NA,NA,NA,31391,36745,46785,63755,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,75000,Control,09.24.2024,NA,NA,NA,45405,57886,53666,136972,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,100000,Control,09.24.2024,NA,NA,NA,75714,68624,155732,194899,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,125000,Control,09.24.2024,NA,NA,NA,108025,97597,124654,250572,NA,0,0,0,0,NA,AC,2
,,2951R,C,24,100,0,O.marina,09.24.2024,NA,NA,NA,0,57,114,3932,NA,370,230,200,360,NA,AC,2
,,2951R,C,24,100,25000,O.marina,09.24.2024,NA,NA,NA,29739,10426,10255,17833,NA,300,420,330,330,NA,AC,2
,,2951R,C,24,100,50000,O.marina,09.24.2024,NA,NA,NA,43982,15440,8375,22618,NA,200,260,590,440,NA,AC,2
,,2951R,C,24,100,75000,O.marina,09.24.2024,NA,NA,NA,69848,32303,20283,27919,NA,290,650,740,430,NA,AC,2
,,2951R,C,24,100,100000,O.marina,09.24.2024,NA,NA,NA,83194,36577,35269,40739,NA,290,610,730,1080,NA,AC,2
,,2951R,C,24,100,125000,O.marina,09.24.2024,NA,NA,NA,110258,62620,43547,64051,NA,310,400,890,940,NA,AC,2
,,1392,A,24,100,0,Control,10.02.2024,NA,NA,NA,57,57,114,570,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,15000,Control,10.02.2024,NA,NA,NA,10312,6952,6495,9857,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,40000,Control,10.02.2024,NA,NA,NA,29001,23076,17033,29055,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,60000,Control,10.02.2024,NA,NA,NA,47689,33333,32419,34240,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,75000,Control,10.02.2024,NA,NA,NA,56526,56806,39652,48203,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,95000,Control,10.02.2024,NA,NA,NA,49114,43018,29056,38400,NA,0,0,0,0,NA,AC,2
,,1392,A,24,100,0,O.marina,10.02.2024,NA,NA,NA,1424,912,741,1026,NA,1170,1030,1080,560,NA,AC,2
,,1392,A,24,100,15000,O.marina,10.02.2024,NA,NA,NA,13619,1311,1709,3532,NA,1110,1150,820,700,NA,AC,2
,,1392,A,24,100,40000,O.marina,10.02.2024,NA,NA,NA,29631,4047,3703,10198,NA,520,810,850,1180,NA,AC,2
,,1392,A,24,100,60000,O.marina,10.02.2024,NA,NA,NA,42285,10542,7407,13047,NA,1050,1280,1000,1370,NA,AC,2
,,1392,A,24,100,75000,O.marina,10.02.2024,NA,NA,NA,56357,14872,12706,18572,NA,1420,640,1070,880,NA,AC,2
,,1392,A,24,100,95000,O.marina,10.02.2024,NA,NA,NA,53410,11455,9002,24498,NA,1410,1050,840,1180,NA,AC,2
,,1392,B,24,100,0,Control,10.02.2024,NA,NA,NA,114,0,285,114,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,15000,Control,10.02.2024,NA,NA,NA,12192,5527,6552,8205,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,40000,Control,10.02.2024,NA,NA,NA,25185,19828,20282,18174,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,60000,Control,10.02.2024,NA,NA,NA,43017,42333,29909,32645,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,75000,Control,10.02.2024,NA,NA,NA,53900,54472,28543,55149,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,95000,Control,10.02.2024,NA,NA,NA,63018,51335,28658,45979,NA,0,0,0,0,NA,AC,2
,,1392,B,24,100,0,O.marina,10.02.2024,NA,NA,NA,1538,1482,399,627,NA,1050,950,420,300,NA,AC,2
,,1392,B,24,100,15000,O.marina,10.02.2024,NA,NA,NA,9116,1652,1253,2507,NA,1110,570,1090,630,NA,AC,2
,,1392,B,24,100,40000,O.marina,10.02.2024,NA,NA,NA,27188,5983,2735,5470,NA,1030,800,700,1030,NA,AC,2
,,1392,B,24,100,60000,O.marina,10.02.2024,NA,NA,NA,42169,10314,7806,10312,NA,1550,530,830,1140,NA,AC,2
,,1392,B,24,100,75000,O.marina,10.02.2024,NA,NA,NA,60001,14531,8603,13502,NA,1280,1080,1180,1290,NA,AC,2
,,1392,B,24,100,95000,O.marina,10.02.2024,NA,NA,NA,56127,11681,9515,19486,NA,1240,1130,1140,1340,NA,AC,2
,,1392,C,24,100,0,Control,10.02.2024,NA,NA,NA,57,0,0,57,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,15000,Control,10.02.2024,NA,NA,NA,10028,6609,4843,6552,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,40000,Control,10.02.2024,NA,NA,NA,28317,20569,12363,20340,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,60000,Control,10.02.2024,NA,NA,NA,45021,37150,31563,36917,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,75000,Control,10.02.2024,NA,NA,NA,59433,50254,24157,44950,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,95000,Control,10.02.2024,NA,NA,NA,66776,63815,42218,56855,NA,0,0,0,0,NA,AC,2
,,1392,C,24,100,0,O.marina,10.02.2024,NA,NA,NA,1140,912,741,684,NA,1310,990,580,760,NA,AC,2
,,1392,C,24,100,15000,O.marina,10.02.2024,NA,NA,NA,9459,1710,1937,3020,NA,1420,1270,930,880,NA,AC,2
,,1392,C,24,100,40000,O.marina,10.02.2024,NA,NA,NA,29123,4388,3020,7806,NA,1310,1030,830,840,NA,AC,2
,,1392,C,24,100,60000,O.marina,10.02.2024,NA,NA,NA,37836,7921,5583,18973,NA,1350,1330,1520,860,NA,AC,2
,,1392,C,24,100,75000,O.marina,10.02.2024,NA,NA,NA,52602,12935,8606,17664,NA,1080,850,1240,1020,NA,AC,2
,,1392,C,24,100,95000,O.marina,10.02.2024,NA,NA,NA,60291,12024,11224,16924,NA,1540,1220,1510,1230,NA,AC,2
,,1393,A,24,100,0,Control,10.15.2024,NA,NA,NA,456,171,57,171,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,25000,Control,10.15.2024,NA,NA,NA,17318,13501,13045,26546,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,50000,Control,10.15.2024,NA,NA,NA,43353,40332,30252,26490,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,75000,Control,10.15.2024,NA,NA,NA,48263,62835,64656,68022,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,100000,Control,10.15.2024,NA,NA,NA,74404,97307,65517,102661,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,125000,Control,10.15.2024,NA,NA,NA,99528,105449,103566,106249,NA,0,0,0,0,NA,AC,2
,,1393,A,24,100,0,O.marina,10.15.2024,NA,NA,NA,171,228,114,57,NA,340,330,270,100,NA,AC,2
,,1393,A,24,100,25000,O.marina,10.15.2024,NA,NA,NA,18743,14188,6096,9572,NA,510,480,280,370,NA,AC,2
,,1393,A,24,100,50000,O.marina,10.15.2024,NA,NA,NA,37665,28031,12021,20797,NA,460,390,660,750,NA,AC,2
,,1393,A,24,100,75000,O.marina,10.15.2024,NA,NA,NA,73042,47174,25697,27692,NA,490,560,350,990,NA,AC,2
,,1393,A,24,100,100000,O.marina,10.15.2024,NA,NA,NA,97213,68255,39374,27466,NA,480,460,680,1080,NA,AC,2
,,1393,A,24,100,125000,O.marina,10.15.2024,NA,NA,NA,131491,82947,50484,41997,NA,320,660,870,1120,NA,AC,2
,,1393,B,24,100,0,Control,10.15.2024,NA,NA,NA,0,0,114,57,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,25000,Control,10.15.2024,NA,NA,NA,22445,21875,13387,14811,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,50000,Control,10.15.2024,NA,NA,NA,39422,33040,35433,20735,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,75000,Control,10.15.2024,NA,NA,NA,58109,64429,52074,47056,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,100000,Control,10.15.2024,NA,NA,NA,88699,96672,41528,56510,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,125000,Control,10.15.2024,NA,NA,NA,102483,116952,77474,75767,NA,0,0,0,0,NA,AC,2
,,1393,B,24,100,0,O.marina,10.15.2024,NA,NA,NA,114,171,114,114,NA,330,220,110,180,NA,AC,2
,,1393,B,24,100,25000,O.marina,10.15.2024,NA,NA,NA,21650,11509,9514,14185,NA,320,290,350,530,NA,AC,2
,,1393,B,24,100,50000,O.marina,10.15.2024,NA,NA,NA,51285,21820,15953,21537,NA,300,400,590,500,NA,AC,2
,,1393,B,24,100,75000,O.marina,10.15.2024,NA,NA,NA,74632,45009,22391,25753,NA,280,410,510,180,NA,AC,2
,,1393,B,24,100,100000,O.marina,10.15.2024,NA,NA,NA,102609,58971,29856,26437,NA,380,680,810,590,NA,AC,2
,,1393,B,24,100,125000,O.marina,10.15.2024,NA,NA,NA,130121,87451,35269,30542,NA,440,630,630,1570,NA,AC,2
,,1393,C,24,100,0,Control,10.15.2024,NA,NA,NA,114,0,57,0,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,25000,Control,10.15.2024,NA,NA,NA,17831,17774,16349,14641,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,50000,Control,10.15.2024,NA,NA,NA,37884,51903,28215,26377,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,75000,Control,10.15.2024,NA,NA,NA,55258,46313,46997,51214,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,100000,Control,10.15.2024,NA,NA,NA,98611,78790,73145,114735,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,125000,Control,10.15.2024,NA,NA,NA,97755,93538,84025,146673,NA,0,0,0,0,NA,AC,2
,,1393,C,24,100,0,O.marina,10.15.2024,NA,NA,NA,228,111311,0,57,NA,440,120,80,30,NA,AC,2
,,1393,C,24,100,25000,O.marina,10.15.2024,NA,NA,NA,16692,114,9573,8603,NA,280,240,220,290,NA,AC,2
,,1393,C,24,100,50000,O.marina,10.15.2024,NA,NA,NA,44552,10882,19029,14528,NA,220,280,530,380,NA,AC,2
,,1393,C,24,100,75000,O.marina,10.15.2024,NA,NA,NA,74744,40230,20339,26721,NA,480,430,650,500,NA,AC,2
,,1393,C,24,100,100000,O.marina,10.15.2024,NA,NA,NA,96963,70820,30881,27064,NA,380,330,790,720,NA,AC,2
,,1393,C,24,100,125000,O.marina,10.15.2024,NA,NA,NA,140264,111048,47747,45709,NA,430,500,860,950,NA,AC,2
,Y,584,A,24,100,0,Control,10.22.2024,NA,NA,NA,57,171,0,0,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,25000,Control,10.22.2024,NA,NA,NA,18058,22388,35432,40047,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,50000,Control,10.22.2024,NA,NA,NA,46773,50540,69270,68815,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,75000,Control,10.22.2024,NA,NA,NA,60276,76965,90292,94791,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,100000,Control,10.22.2024,NA,NA,NA,93667,105516,122820,114333,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,125000,Control,10.22.2024,NA,NA,NA,98903,119527,155407,149101,NA,0,0,0,0,NA,AC,2
,Y,584,A,24,100,0,O.marina,10.22.2024,NA,NA,NA,912,912,399,57,NA,710,340,310,230,NA,AC,2
,Y,584,A,24,100,25000,O.marina,10.22.2024,NA,NA,NA,15325,4900,4102,10543,NA,630,420,430,170,NA,AC,2
,Y,584,A,24,100,50000,O.marina,10.22.2024,NA,NA,NA,42051,17549,10313,10428,NA,890,580,430,420,NA,AC,2
,Y,584,A,24,100,75000,O.marina,10.22.2024,NA,NA,NA,58516,25071,16297,19827,NA,630,760,580,490,NA,AC,2
,Y,584,A,24,100,100000,O.marina,10.22.2024,NA,NA,NA,92758,49005,22790,28942,NA,470,570,900,600,NA,AC,2
,Y,584,A,24,100,125000,O.marina,10.22.2024,NA,NA,NA,120275,64440,34243,33789,NA,620,680,880,840,NA,AC,2
,Y,584,B,24,100,0,Control,10.22.2024,NA,NA,NA,57,0,0,0,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,25000,Control,10.22.2024,NA,NA,NA,18401,20964,31106,32755,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,50000,Control,10.22.2024,NA,NA,NA,39595,44954,68586,68075,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,75000,Control,10.22.2024,NA,NA,NA,62725,72124,88125,90068,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,100000,Control,10.22.2024,NA,NA,NA,95316,87457,114102,102658,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,125000,Control,10.22.2024,NA,NA,NA,120156,113090,151586,155354,NA,0,0,0,0,NA,AC,2
,Y,584,B,24,100,0,O.marina,10.22.2024,NA,NA,NA,342,855,171,171,NA,500,500,260,110,NA,AC,2
,Y,584,B,24,100,25000,O.marina,10.22.2024,NA,NA,NA,15156,4843,5241,6894,NA,530,410,640,300,NA,AC,2
,Y,584,B,24,100,50000,O.marina,10.22.2024,NA,NA,NA,42559,14703,10084,11793,NA,300,560,580,450,NA,AC,2
,Y,584,B,24,100,75000,O.marina,10.22.2024,NA,NA,NA,65756,30083,17037,17547,NA,360,620,480,430,NA,AC,2
,Y,584,B,24,100,100000,O.marina,10.22.2024,NA,NA,NA,97151,33388,24841,25182,NA,510,880,1040,610,NA,AC,2
,Y,584,B,24,100,125000,O.marina,10.22.2024,NA,NA,NA,123203,62342,36063,33559,NA,660,890,130,1080,NA,AC,2
,Y,584,C,24,100,0,Control,10.22.2024,NA,NA,NA,171,114,171,114,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,25000,Control,10.22.2024,NA,NA,NA,18230,22388,33553,35945,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,50000,Control,10.22.2024,NA,NA,NA,38627,46050,65230,63349,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,75000,Control,10.22.2024,NA,NA,NA,65009,72462,82032,101516,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,100000,Control,10.22.2024,NA,NA,NA,95711,99475,124073,132565,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,125000,Control,10.22.2024,NA,NA,NA,110137,116058,142586,132168,NA,0,0,0,0,NA,AC,2
,Y,584,C,24,100,0,O.marina,10.22.2024,NA,NA,NA,342,1652,285,57,NA,310,320,130,80,NA,AC,2
,Y,584,C,24,100,25000,O.marina,10.22.2024,NA,NA,NA,17150,5071,6096,4615,NA,580,380,310,130,NA,AC,2
,Y,584,C,24,100,50000,O.marina,10.22.2024,NA,NA,NA,46038,14530,13161,12194,NA,480,580,420,380,NA,AC,2
,Y,584,C,24,100,75000,O.marina,10.22.2024,NA,NA,NA,64329,25355,13389,14016,NA,530,500,350,400,NA,AC,2
,Y,584,C,24,100,100000,O.marina,10.22.2024,NA,NA,NA,95804,43931,32760,41591,NA,260,450,660,490,NA,AC,2
,Y,584,C,24,100,125000,O.marina,10.22.2024,NA,NA,NA,114180,66262,31793,44724,NA,390,640,730,1090,NA,AC,2
,,590,A,24,100,0,Control,10.29.2024,NA,NA,NA,114,570,399,57,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,25000,Control,10.29.2024,NA,NA,NA,15381,14985,10027,10027,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,50000,Control,10.29.2024,NA,NA,NA,35208,26846,20282,16122,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,75000,Control,10.29.2024,NA,NA,NA,55492,47930,42163,40053,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,100000,Control,10.29.2024,NA,NA,NA,85278,68315,67299,61644,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,125000,Control,10.29.2024,NA,NA,NA,92409,88151,71354,68146,NA,0,0,0,0,NA,AC,2
,,590,A,24,100,0,O.marina,10.29.2024,NA,NA,NA,0,456,399,0,NA,710,280,130,100,NA,AC,2
,,590,A,24,100,25000,O.marina,10.29.2024,NA,NA,NA,15384,8890,4273,13391,NA,270,320,220,120,NA,AC,2
,,590,A,24,100,50000,O.marina,10.29.2024,NA,NA,NA,34015,19547,8490,17092,NA,380,350,290,290,NA,AC,2
,,590,A,24,100,75000,O.marina,10.29.2024,NA,NA,NA,55668,33335,16461,29228,NA,430,240,370,430,NA,AC,2
,,590,A,24,100,100000,O.marina,10.29.2024,NA,NA,NA,83924,54131,32881,61090,NA,450,290,370,430,NA,AC,2
,,590,A,24,100,125000,O.marina,10.29.2024,NA,NA,NA,102523,74703,54874,56139,NA,380,250,320,420,NA,AC,2
,,590,B,24,100,0,Control,10.29.2024,NA,NA,NA,0,57,57,114,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,25000,Control,10.29.2024,NA,NA,NA,19483,16921,10599,10539,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,50000,Control,10.29.2024,NA,NA,NA,38055,23247,18575,21363,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,75000,Control,10.29.2024,NA,NA,NA,56348,35501,43760,33898,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,100000,Control,10.29.2024,NA,NA,NA,78161,66377,56442,46488,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,125000,Control,10.29.2024,NA,NA,NA,95488,66443,66430,69802,NA,0,0,0,0,NA,AC,2
,,590,B,24,100,0,O.marina,10.29.2024,NA,NA,NA,0,115,0,0,NA,120,30,30,90,NA,AC,2
